_split,query_id,rows,unique_dates,minimum_date,maximum_date,applications,multi_date
dev,Q_0f1fa8522eaf4be16ded,2,1,2016-09-28,2016-09-28,1,False
dev,Q_0f39a5044a7ab6fe6682,2,1,2016-11-02,2016-11-02,1,False
dev,Q_0f5c67f6a6d2d798d1f6,2,1,2017-04-26,2017-04-26,1,False
dev,Q_1068c5c5e3932ee9de19,2,1,2016-11-09,2016-11-09,1,False
dev,Q_10cd7cf7557789d9c3ab,2,1,2016-09-28,2016-09-28,1,False
dev,Q_10e137591fe3e846edad,2,1,2016-11-23,2016-11-23,1,False
dev,Q_10e349506656da9f90e7,2,1,2017-01-25,2017-01-25,1,False
dev,Q_10fb75237bdae6f55a65,2,1,2017-03-01,2017-03-01,1,False
dev,Q_112ba31c5675adb3dc7c,2,1,2016-10-19,2016-10-19,1,False
dev,Q_1132cbfc16471ee2ae4c,2,1,2016-11-09,2016-11-09,1,False
dev,Q_113b26a71ff8205271e4,2,1,2016-12-28,2016-12-28,1,False
dev,Q_11625b06e1b00c8935ad,2,1,2016-10-26,2016-10-26,1,False
dev,Q_1196042edf27dd30bdbf,2,1,2017-03-08,2017-03-08,1,False
dev,Q_11aecd6b33ae04a22836,2,1,2017-03-15,2017-03-15,1,False
dev,Q_11c61c6b6d2a03527c4e,2,1,2016-11-02,2016-11-02,1,False
dev,Q_12300ce79c85b6f64823,2,1,2016-09-28,2016-09-28,1,False
dev,Q_12412f4057485edac356,2,1,2016-10-26,2016-10-26,1,False
dev,Q_12a9df9c0199eb8615b1,2,1,2017-02-08,2017-02-08,1,False
dev,Q_12b3b272732a6877539a,2,1,2016-12-21,2016-12-21,1,False
dev,Q_12efc6f8917206a0dd5b,2,1,2017-02-08,2017-02-08,1,False
dev,Q_12f3c93d3d9ab55159c1,2,1,2016-09-28,2016-09-28,1,False
dev,Q_130a7ea44dae47475309,2,1,2017-05-03,2017-05-03,1,False
dev,Q_130b9e81e4cd5af9186a,2,1,2017-05-03,2017-05-03,1,False
dev,Q_1310881aefa4670e177f,2,1,2017-05-03,2017-05-03,1,False
dev,Q_1386563e2376e594ff14,2,1,2016-11-23,2016-11-23,1,False
dev,Q_139b1052dda32cdb17f6,2,1,2016-12-21,2016-12-21,1,False
dev,Q_13ca80413a1f41f53e84,2,1,2017-02-15,2017-02-15,1,False
dev,Q_14209b0543c8d6240392,2,1,2017-04-19,2017-04-19,1,False
dev,Q_1437c57b44ae0cc30203,2,1,2017-03-29,2017-03-29,1,False
dev,Q_1439791c13c90aaf9c4d,2,1,2017-05-03,2017-05-03,1,False
dev,Q_146f315b3fba1bf52536,2,1,2016-11-02,2016-11-02,1,False
dev,Q_14789e1539a93d7ba10e,2,1,2017-01-18,2017-01-18,1,False
dev,Q_1494798ebed5f10bab74,2,1,2017-05-03,2017-05-03,1,False
dev,Q_14be5eb34a156bf0d753,2,1,2016-10-12,2016-10-12,1,False
dev,Q_14c5072378cd048ff29e,2,1,2016-11-23,2016-11-23,1,False
dev,Q_14cc89cb4c95698996b9,2,1,2017-03-29,2017-03-29,1,False
dev,Q_14edee4e2618e00ac191,2,1,2016-12-21,2016-12-21,1,False
dev,Q_14f086271a88d95d435b,2,1,2017-03-08,2017-03-08,1,False
dev,Q_1513c43d0cb76292768b,2,1,2017-04-19,2017-04-19,1,False
dev,Q_1520354c32c460e82240,2,1,2016-12-28,2016-12-28,1,False
dev,Q_1530386a449a27c047e3,2,1,2016-11-02,2016-11-02,1,False
dev,Q_15c2b2d1c5646db6e253,2,1,2016-12-28,2016-12-28,1,False
dev,Q_15d8e07cb69837c6a844,2,1,2017-03-22,2017-03-22,1,False
dev,Q_15e234e80cc91f5c947a,2,1,2017-05-03,2017-05-03,1,False
dev,Q_15ee67a39709dfdf8f8d,2,1,2017-05-10,2017-05-10,1,False
dev,Q_1602d036ff06f2966584,2,1,2017-03-29,2017-03-29,1,False
dev,Q_16320e0c11ec1bf2f7c5,2,1,2017-01-11,2017-01-11,1,False
dev,Q_167797c90d71c3f61618,2,1,2017-04-19,2017-04-19,1,False
dev,Q_16946fbc999a93b33cf3,2,1,2017-04-26,2017-04-26,1,False
dev,Q_16a6df6ff05e5f830bf4,2,1,2016-10-05,2016-10-05,1,False
dev,Q_16f2813024ae06d8ffef,2,1,2017-02-15,2017-02-15,1,False
dev,Q_17158d34e20f901f1145,2,1,2017-03-08,2017-03-08,1,False
dev,Q_171fd429c57b0ad582df,2,1,2017-05-03,2017-05-03,1,False
dev,Q_178ea21ff64d9f337b42,2,1,2017-02-22,2017-02-22,1,False
dev,Q_17958c0a1a22493e1928,2,1,2016-12-21,2016-12-21,1,False
dev,Q_17a294f9b14d9f11df45,2,1,2017-01-04,2017-01-04,1,False
dev,Q_17bc6d791ec9d364cf8a,2,1,2016-12-21,2016-12-21,1,False
dev,Q_17c13b4daa4c749f1736,2,1,2016-10-19,2016-10-19,1,False
dev,Q_182729af005571c018c5,2,1,2017-02-22,2017-02-22,1,False
dev,Q_189822b66b59bc4a78ee,2,1,2016-12-07,2016-12-07,1,False
dev,Q_18f36649ae6df3972b7d,2,1,2016-09-28,2016-09-28,1,False
dev,Q_190ccb013a0e35bea601,2,1,2017-02-22,2017-02-22,1,False
dev,Q_190e9cda92c458387ee8,2,1,2016-09-28,2016-09-28,1,False
dev,Q_191790aeb3a24d8188de,2,1,2017-01-11,2017-01-11,1,False
dev,Q_191b31a41a3381138054,2,1,2016-12-28,2016-12-28,1,False
dev,Q_194fece17d6759941348,2,1,2017-03-22,2017-03-22,1,False
dev,Q_1965a294f19383fb1538,2,1,2016-12-21,2016-12-21,1,False
dev,Q_198732bb64be3ebd39af,2,1,2017-03-22,2017-03-22,1,False
dev,Q_19af49eed5b14bf60bd6,2,1,2016-10-05,2016-10-05,1,False
dev,Q_19cfbe375accb6d1f214,2,1,2017-04-19,2017-04-19,1,False
dev,Q_1a2c17aa13665bad0eb5,2,1,2017-01-04,2017-01-04,1,False
dev,Q_1aabf65fcb3a2c726a22,2,1,2017-04-26,2017-04-26,1,False
dev,Q_1ab673994d896b888e66,2,1,2016-10-19,2016-10-19,1,False
dev,Q_1af86a88128375824e6d,2,1,2016-12-21,2016-12-21,1,False
dev,Q_1b3cc8ce112707c16089,2,1,2017-03-29,2017-03-29,1,False
dev,Q_1b455bd504191813d290,2,1,2016-12-14,2016-12-14,1,False
dev,Q_1b92211518d5c76f91af,2,1,2016-11-30,2016-11-30,1,False
dev,Q_1b990abb60951d99ce51,2,1,2016-12-28,2016-12-28,1,False
dev,Q_1bb18880e00a9d5de4ae,2,1,2017-02-08,2017-02-08,1,False
dev,Q_1bc64c64b7947675ccba,2,1,2017-04-19,2017-04-19,1,False
dev,Q_1be33b362969c5e660b9,2,1,2016-11-23,2016-11-23,1,False
dev,Q_1bf2a59c59c1eb7c8614,2,1,2017-04-19,2017-04-19,1,False
dev,Q_1c236052daffdbbc872d,2,1,2016-12-21,2016-12-21,1,False
dev,Q_1c24b94dbe3619a78308,2,1,2017-02-08,2017-02-08,1,False
dev,Q_1c29be3cbb01b3ef9a91,2,1,2017-04-19,2017-04-19,1,False
dev,Q_1c830ded476fc7143269,2,1,2017-05-03,2017-05-03,1,False
dev,Q_1d62e2bae3a255445500,2,1,2016-12-28,2016-12-28,1,False
dev,Q_1d781d2ac85b01a60c2e,2,1,2017-01-04,2017-01-04,1,False
dev,Q_1d82e61e60a28be2cd5b,2,1,2016-11-02,2016-11-02,1,False
dev,Q_1d8cb6d39af28f0137cc,2,1,2017-01-04,2017-01-04,1,False
dev,Q_1d93aaee80534f21f543,2,1,2017-04-26,2017-04-26,1,False
dev,Q_1de34d78b2825885caa8,2,1,2016-10-05,2016-10-05,1,False
dev,Q_1de78f43b0027c917e9a,2,1,2017-02-01,2017-02-01,1,False
dev,Q_1df0fc661074ef2663dc,2,1,2016-12-28,2016-12-28,1,False
dev,Q_1e03b8a6a365f7c9741f,2,1,2016-12-14,2016-12-14,1,False
dev,Q_1e550da5deb6893e479f,2,1,2017-03-08,2017-03-08,1,False
dev,Q_1e6ed214a60ef879e0af,2,1,2017-04-19,2017-04-19,1,False
dev,Q_1e6fc7456cf1579a2587,2,1,2017-05-03,2017-05-03,1,False
dev,Q_1e7899a5e0b6057b50e5,2,1,2016-10-12,2016-10-12,1,False
dev,Q_1eb3790e6c6992b8bb20,2,1,2016-11-23,2016-11-23,1,False
dev,Q_1ef695582182ca6b1f93,2,1,2016-12-21,2016-12-21,1,False
dev,Q_1f7b9e7121782ac2fea0,2,1,2016-09-28,2016-09-28,1,False
dev,Q_2007c8e1a131798bdb7a,2,1,2016-10-26,2016-10-26,1,False
dev,Q_20316fd5a778f3d38af2,2,1,2017-02-15,2017-02-15,1,False
dev,Q_203ecb08a3fbd4208809,2,1,2016-10-05,2016-10-05,1,False
dev,Q_204a9a4a2e2809dbcd6a,2,1,2017-03-15,2017-03-15,1,False
dev,Q_205538bf66da436062a2,2,1,2016-11-02,2016-11-02,1,False
dev,Q_20554545046acdd1ed5a,2,1,2017-05-10,2017-05-10,1,False
dev,Q_209f78fcfaa8386302cd,2,1,2017-02-08,2017-02-08,1,False
dev,Q_20b6828ecb0a90728eb7,2,1,2017-04-26,2017-04-26,1,False
dev,Q_20d05cc84256b7fa7ae2,2,1,2016-12-21,2016-12-21,1,False
dev,Q_20dc3b26eb577cf33d94,2,1,2017-04-26,2017-04-26,1,False
dev,Q_20dd0501504101095d93,2,1,2016-10-05,2016-10-05,1,False
dev,Q_20e57fb64f9184183bae,2,1,2017-02-08,2017-02-08,1,False
dev,Q_21065d63bd1b0c4b8542,2,1,2017-03-29,2017-03-29,1,False
dev,Q_213399faf528caa8e2d5,2,1,2016-11-02,2016-11-02,1,False
dev,Q_214ac6bc13857ff3bce0,2,1,2017-03-22,2017-03-22,1,False
dev,Q_217fc2c7a334bd9d0992,2,1,2017-04-19,2017-04-19,1,False
dev,Q_21835cc7f4a7de1b8fe1,2,1,2016-12-21,2016-12-21,1,False
dev,Q_21a4b362166890de4a26,2,1,2017-03-15,2017-03-15,1,False
dev,Q_22285ebee92f3b6d0c49,2,1,2016-12-21,2016-12-21,1,False
dev,Q_22610c5fd44d269c3c64,2,1,2016-12-07,2016-12-07,1,False
dev,Q_2266f144e1122d76e826,2,1,2017-01-25,2017-01-25,1,False
dev,Q_22858e17faeaead95829,2,1,2017-02-08,2017-02-08,1,False
dev,Q_22c23a61dcf12c3fc03f,2,1,2017-04-19,2017-04-19,1,False
dev,Q_22e3702a792a67eed7a5,2,1,2016-12-14,2016-12-14,1,False
dev,Q_230b0d2e37623c7e7eb3,2,1,2016-12-21,2016-12-21,1,False
dev,Q_2315dd7a3b7242dea2fe,2,1,2017-01-04,2017-01-04,1,False
dev,Q_2347cc52a1458a142e06,2,1,2016-12-14,2016-12-14,1,False
dev,Q_23690533caf424cee807,2,1,2016-10-05,2016-10-05,1,False
dev,Q_23d4e0870da86dfe8851,2,1,2016-12-07,2016-12-07,1,False
dev,Q_24211d586f34daf68128,2,1,2016-11-02,2016-11-02,1,False
dev,Q_243509964167d97ec348,2,1,2016-12-28,2016-12-28,1,False
dev,Q_24695ffd1bfb537bde7a,2,1,2017-02-08,2017-02-08,1,False
dev,Q_247ea75cb9bc02e54040,2,1,2016-11-30,2016-11-30,1,False
dev,Q_24d0ce8ddd6e19ee30fa,2,1,2016-12-14,2016-12-14,1,False
dev,Q_2542947e6d45089117bc,2,1,2016-10-05,2016-10-05,1,False
dev,Q_2562160c4b52d19eeb60,2,1,2017-02-01,2017-02-01,1,False
dev,Q_256dd1098e3ff6751033,2,1,2017-04-12,2017-04-12,1,False
dev,Q_2573f02d9b1ccdc25149,2,1,2017-01-04,2017-01-04,1,False
dev,Q_25768fbad7803d294e36,2,1,2016-10-05,2016-10-05,1,False
dev,Q_25a4d1b8a2f4bb68252c,2,1,2016-10-19,2016-10-19,1,False
dev,Q_25d622e53bb73f71cb1a,2,1,2016-09-28,2016-09-28,1,False
dev,Q_26550dea67ac38367b1f,2,1,2017-01-25,2017-01-25,1,False
dev,Q_26942e1aa0f6d4c55ab2,2,1,2017-03-22,2017-03-22,1,False
dev,Q_26b6af78ec4206c5e8bd,2,1,2017-01-18,2017-01-18,1,False
dev,Q_26d0a1f189d36512fb21,2,1,2017-04-19,2017-04-19,1,False
dev,Q_26dfd7dbf14f6ddb956e,2,1,2017-04-19,2017-04-19,1,False
dev,Q_2703d31aa75b37f14618,2,1,2017-05-10,2017-05-10,1,False
dev,Q_2715a602bdcd9bd271b7,2,1,2017-01-04,2017-01-04,1,False
dev,Q_2736da14059ccd32e3ad,2,1,2016-09-28,2016-09-28,1,False
dev,Q_2746a98cbbcd6d3afbf9,2,1,2016-09-28,2016-09-28,1,False
dev,Q_27cffcf517ab8ffff715,2,1,2017-03-15,2017-03-15,1,False
dev,Q_27e8a165f2590afd2b91,2,1,2017-01-04,2017-01-04,1,False
dev,Q_28850ac48995a9b2e3b3,2,1,2016-11-02,2016-11-02,1,False
dev,Q_28b2fdef1b36718ec3ee,2,1,2017-02-22,2017-02-22,1,False
dev,Q_28c35a9489825724ec56,2,1,2017-02-08,2017-02-08,1,False
dev,Q_28dcc1251f3725e68cbe,2,1,2016-12-21,2016-12-21,1,False
dev,Q_28e991fb6e8b66178a2a,2,1,2017-02-08,2017-02-08,1,False
dev,Q_28f6d6b2a4eea0bd5e16,2,1,2017-04-26,2017-04-26,1,False
dev,Q_292154f296e33dd6297e,2,1,2017-01-04,2017-01-04,1,False
dev,Q_2947d40ded0f68d9d567,2,1,2016-09-28,2016-09-28,1,False
dev,Q_296014e73abf2ab9775c,2,1,2016-12-28,2016-12-28,1,False
dev,Q_2990b4ef981e1efd0087,2,1,2017-04-26,2017-04-26,1,False
dev,Q_2993f5c771635ba137c0,2,1,2016-09-28,2016-09-28,1,False
dev,Q_29cdb25af2dc2185ccb0,2,1,2016-09-28,2016-09-28,1,False
dev,Q_29dd29f27f4f50851fb9,2,1,2017-03-29,2017-03-29,1,False
dev,Q_2a1afbcddef66f882493,2,1,2016-10-12,2016-10-12,1,False
dev,Q_2a2c0a24fee55d4f9564,2,1,2016-12-28,2016-12-28,1,False
dev,Q_2a322bca4b97def050b0,2,1,2016-12-14,2016-12-14,1,False
dev,Q_2a45bcc41347971ae5fc,2,1,2016-09-28,2016-09-28,1,False
dev,Q_2a5c09fb9b3a12b97886,2,1,2016-11-02,2016-11-02,1,False
dev,Q_2a6a20090149752620c1,2,1,2017-04-19,2017-04-19,1,False
dev,Q_2a6a648293a27700bff5,2,1,2017-02-08,2017-02-08,1,False
dev,Q_2a781ff288ce405f6522,2,1,2017-02-22,2017-02-22,1,False
dev,Q_2ab20c561f61a8f29dd7,2,1,2017-05-03,2017-05-03,1,False
dev,Q_2b0c72c0574fb8ff8fa3,2,1,2017-05-03,2017-05-03,1,False
dev,Q_2b2f133f95fb261f9f75,2,1,2016-11-09,2016-11-09,1,False
dev,Q_2b65d90df8bd1325ee7b,2,1,2016-12-28,2016-12-28,1,False
dev,Q_2b6df76010ad8d99fead,2,1,2016-12-28,2016-12-28,1,False
dev,Q_2b762ad68956d4d35b44,2,1,2017-03-22,2017-03-22,1,False
dev,Q_2b7bfa799c14783a98e4,2,1,2017-01-04,2017-01-04,1,False
dev,Q_2b845c2d8f1dbb7d17cd,2,1,2017-01-11,2017-01-11,1,False
dev,Q_2ba60b1cdc36f05c535e,2,1,2017-05-03,2017-05-03,1,False
dev,Q_2bed758066b86f71359d,2,1,2016-12-28,2016-12-28,1,False
dev,Q_2c3084f70698b6e18c3f,2,1,2016-12-07,2016-12-07,1,False
dev,Q_2c6bc50d09f457c3931e,2,1,2016-11-23,2016-11-23,1,False
dev,Q_2c8603cd80192318cfe1,2,1,2017-01-25,2017-01-25,1,False
dev,Q_2cc29d9620c8bfcf5b4d,2,1,2016-12-28,2016-12-28,1,False
dev,Q_2d3b1db886c2304e58a1,2,1,2016-11-09,2016-11-09,1,False
dev,Q_2d598dd07ea2c50a63f5,2,1,2017-01-04,2017-01-04,1,False
dev,Q_2d6502417733e8584e4a,2,1,2016-11-23,2016-11-23,1,False
dev,Q_2d72381ae5ad491f0b3f,2,1,2016-10-05,2016-10-05,1,False
dev,Q_2d8000d819ef6ea49807,2,1,2016-09-28,2016-09-28,1,False
dev,Q_2d806767fe95bca0a3c3,2,1,2016-12-28,2016-12-28,1,False
dev,Q_2d931cccaa061f761bad,2,1,2016-11-02,2016-11-02,1,False
dev,Q_2de8dd44584100ef167f,2,1,2016-11-30,2016-11-30,1,False
dev,Q_2e3648f6221940983b40,2,1,2016-12-28,2016-12-28,1,False
dev,Q_2e5a6052910c1baa9426,2,1,2017-03-22,2017-03-22,1,False
dev,Q_2e6bd1b9e3a05be54103,2,1,2017-04-19,2017-04-19,1,False
dev,Q_2e72e9cc22f68f30c82f,2,1,2017-02-01,2017-02-01,1,False
dev,Q_2ec8a2767e22188dc08f,2,1,2017-03-15,2017-03-15,1,False
